address,paon,saon,street,locality,town,postcode,district,propertyType,estateId,estate,estateClassification,estateType,estateRuleId,estateRegistryVersion,estateEvidenceStatus,estateReviewStatus,price,date,market,category
"21, ERISWELL CRESCENT, HERSHAM, WALTON-ON-THAMES, KT12 5DS",21,,ERISWELL CRESCENT,HERSHAM,WALTON-ON-THAMES,KT12 5DS,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:eriswell-crescent:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4050000,2015-11-20,elmbridge-prime,A
"CHINAR, OLD AVENUE, WEYBRIDGE, KT13 0QE",CHINAR,,OLD AVENUE,,WEYBRIDGE,KT13 0QE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4450000,2015-11-18,elmbridge-prime,A
"CATKINS, CAMP END ROAD, WEYBRIDGE, KT13 0NR",CATKINS,,CAMP END ROAD,,WEYBRIDGE,KT13 0NR,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:camp-end-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,6800000,2015-11-16,elmbridge-prime,A
"20, MAYFIELD ROAD, WEYBRIDGE, KT13 8XD",20,,MAYFIELD ROAD,,WEYBRIDGE,KT13 8XD,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3920000,2015-11-13,elmbridge-prime,A
"17, NUNS WALK, VIRGINIA WATER, GU25 4RT",17,,NUNS WALK,,VIRGINIA WATER,GU25 4RT,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3200000,2015-11-11,runnymede-wentworth,A
"12, ERISWELL ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5DG",12,,ERISWELL ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5DG,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:eriswell-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3110000,2015-11-06,elmbridge-prime,A
"BEVERSTONE HOUSE, 2, BIRDS HILL RISE, OXSHOTT, LEATHERHEAD, KT22 0SW","BEVERSTONE HOUSE, 2",,BIRDS HILL RISE,OXSHOTT,LEATHERHEAD,KT22 0SW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3135000,2015-10-16,elmbridge-prime,A
"11, ONSLOW ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5BB",11,,ONSLOW ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5BB,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:onslow-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3550000,2015-10-08,elmbridge-prime,A
"FAIRHAVEN, RIDGEMEAD ROAD, ENGLEFIELD GREEN, EGHAM, TW20 0YG",FAIRHAVEN,,RIDGEMEAD ROAD,ENGLEFIELD GREEN,EGHAM,TW20 0YG,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2015-10-08,runnymede-wentworth,A
"6, THE DRIVE, COBHAM, KT11 2JQ",6,,THE DRIVE,,COBHAM,KT11 2JQ,Elmbridge,Detached,eaton-park,Eaton Park,A,traditional_private_estate,pe:eaton-park:the-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3100000,2015-10-01,elmbridge-prime,A
"SAXONHEATH, THE WARREN, ASHTEAD, KT21 2SG",SAXONHEATH,,THE WARREN,,ASHTEAD,KT21 2SG,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3500000,2015-09-29,mole-valley,A
"COACH HOUSE, MOLES HILL, OXSHOTT, LEATHERHEAD, KT22 0QB",COACH HOUSE,,MOLES HILL,OXSHOTT,LEATHERHEAD,KT22 0QB,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3100000,2015-09-24,elmbridge-prime,A
"PINE LODGE, EAST ROAD, WEYBRIDGE, KT13 0LG",PINE LODGE,,EAST ROAD,,WEYBRIDGE,KT13 0LG,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:east-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3350000,2015-09-23,elmbridge-prime,A
"COMPTON HOUSE, LAKE ROAD, VIRGINIA WATER, GU25 4QW",COMPTON HOUSE,,LAKE ROAD,,VIRGINIA WATER,GU25 4QW,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:lake-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5000000,2015-09-01,runnymede-wentworth,B
"16, FAIRBOURNE, COBHAM, KT11 2BT",16,,FAIRBOURNE,,COBHAM,KT11 2BT,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3150000,2015-08-27,elmbridge-prime,A
"HOME GREEN, HEATH HOUSE ROAD, WOKING, GU22 0QU",HOME GREEN,,HEATH HOUSE ROAD,,WOKING,GU22 0QU,Woking,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3100000,2015-08-25,woking-district,A
"TANDEM HOUSE, QUEENS DRIVE, OXSHOTT, LEATHERHEAD, KT22 0PH",TANDEM HOUSE,,QUEENS DRIVE,OXSHOTT,LEATHERHEAD,KT22 0PH,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4065000,2015-08-24,elmbridge-prime,B
"TUDOR HOUSE, STOKESHEATH ROAD, OXSHOTT, LEATHERHEAD, KT22 0PN",TUDOR HOUSE,,STOKESHEATH ROAD,OXSHOTT,LEATHERHEAD,KT22 0PN,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6260000,2015-08-21,elmbridge-prime,A
"THE PINES, QUEENS DRIVE, OXSHOTT, LEATHERHEAD, KT22 0PH",THE PINES,,QUEENS DRIVE,OXSHOTT,LEATHERHEAD,KT22 0PH,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4825000,2015-08-19,elmbridge-prime,A
"THE COACH HOUSE, GRANVILLE CLOSE, WEYBRIDGE, KT13 0QH",THE COACH HOUSE,,GRANVILLE CLOSE,,WEYBRIDGE,KT13 0QH,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:granville-close:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3100000,2015-08-07,elmbridge-prime,A
"CADOGAN HOUSE, WOODLANDS ROAD WEST, VIRGINIA WATER, GU25 4PN",CADOGAN HOUSE,,WOODLANDS ROAD WEST,,VIRGINIA WATER,GU25 4PN,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:woodlands-road-west:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3000000,2015-08-07,runnymede-wentworth,B
"14A, WARWICKS BENCH, GUILDFORD, GU1 3TG",14A,,WARWICKS BENCH,,GUILDFORD,GU1 3TG,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3050000,2015-08-04,guildford-district,A
"WEST PARK, WEST DRIVE, VIRGINIA WATER, GU25 4NE",WEST PARK,,WEST DRIVE,,VIRGINIA WATER,GU25 4NE,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:west-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,15000000,2015-07-28,runnymede-wentworth,A
"8, ERISWELL ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5DG",8,,ERISWELL ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5DG,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:eriswell-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3900000,2015-07-10,elmbridge-prime,A
"WAVERLEY HOUSE, 15, MONKS WELL, FARNHAM, GU10 1RH","WAVERLEY HOUSE, 15",,MONKS WELL,,FARNHAM,GU10 1RH,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3525000,2015-07-03,waverley-south-surrey,A
"CONSTANTIA, SOUTH ROAD, ST GEORGES HILL, WEYBRIDGE, KT13 0NA",CONSTANTIA,,SOUTH ROAD,ST GEORGES HILL,WEYBRIDGE,KT13 0NA,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:south-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5250000,2015-06-26,elmbridge-prime,A
"BLUE JAY, 16A, CLAREMONT DRIVE, ESHER, KT10 9LU","BLUE JAY, 16A",,CLAREMONT DRIVE,,ESHER,KT10 9LU,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,7850000,2015-06-19,elmbridge-prime,A
"16, OXSHOTT RISE, COBHAM, KT11 2RN",16,,OXSHOTT RISE,,COBHAM,KT11 2RN,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:oxshott-rise:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3250000,2015-06-16,elmbridge-prime,A
"SPLIT PINES, BROOKS CLOSE, WEYBRIDGE, KT13 0LX",SPLIT PINES,,BROOKS CLOSE,,WEYBRIDGE,KT13 0LX,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:brooks-close:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5500000,2015-06-15,elmbridge-prime,A
"CORWEN MANOR, WEST ROAD, WEYBRIDGE, KT13 0LY",CORWEN MANOR,,WEST ROAD,,WEYBRIDGE,KT13 0LY,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:west-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,13500000,2015-06-03,elmbridge-prime,A
"33, FAIRMILE AVENUE, COBHAM, KT11 2JA",33,,FAIRMILE AVENUE,,COBHAM,KT11 2JA,Elmbridge,Detached,eaton-park,Eaton Park,A,traditional_private_estate,pe:eaton-park:fairmile-avenue:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3288000,2015-05-28,elmbridge-prime,A
"12, COMPTON WAY, MOOR PARK, FARNHAM, GU10 1QZ",12,,COMPTON WAY,MOOR PARK,FARNHAM,GU10 1QZ,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2015-05-27,waverley-south-surrey,A
"FOLLY HILL, MOON HALL ROAD, EWHURST, CRANLEIGH, GU6 7NP",FOLLY HILL,,MOON HALL ROAD,EWHURST,CRANLEIGH,GU6 7NP,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5525000,2015-05-21,waverley-south-surrey,A
"THURLESTONE HOUSE, COBBETTS RIDGE, FARNHAM, GU10 1RQ",THURLESTONE HOUSE,,COBBETTS RIDGE,,FARNHAM,GU10 1RQ,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3050000,2015-05-08,waverley-south-surrey,A
"LINLEY HOUSE, 8, MONTROSE GARDENS, OXSHOTT, LEATHERHEAD, KT22 0UU","LINLEY HOUSE, 8",,MONTROSE GARDENS,OXSHOTT,LEATHERHEAD,KT22 0UU,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,7500000,2015-03-30,elmbridge-prime,A
"LITTLE ORCHARD, PIPERS END, VIRGINIA WATER, GU25 4AW",LITTLE ORCHARD,,PIPERS END,,VIRGINIA WATER,GU25 4AW,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3150000,2015-03-25,runnymede-wentworth,B
"CHART RIDGE, TREVEREUX HILL, LIMPSFIELD, OXTED, RH8 0TL",CHART RIDGE,,TREVEREUX HILL,LIMPSFIELD,OXTED,RH8 0TL,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3100000,2015-03-19,tandridge-oxted,A
"CROSSACRES, MEADOW ROAD, VIRGINIA WATER, GU25 4NH",CROSSACRES,,MEADOW ROAD,,VIRGINIA WATER,GU25 4NH,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:meadow-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,16850000,2015-03-17,runnymede-wentworth,B
"33, ABBOTS DRIVE, VIRGINIA WATER, GU25 4SF",33,,ABBOTS DRIVE,,VIRGINIA WATER,GU25 4SF,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:abbots-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4500000,2015-02-27,runnymede-wentworth,A
"33, ARNISON ROAD, EAST MOLESEY, KT8 9JF",33,,ARNISON ROAD,,EAST MOLESEY,KT8 9JF,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3190000,2015-02-20,elmbridge-prime,A
"7A, EATON PARK ROAD, COBHAM, KT11 2JJ",7A,,EATON PARK ROAD,,COBHAM,KT11 2JJ,Elmbridge,Detached,eaton-park,Eaton Park,A,traditional_private_estate,pe:eaton-park:eaton-park-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3000000,2015-01-23,elmbridge-prime,B
"FAIRMOUNT, 87, FAIRMILE LANE, COBHAM, KT11 2DG","FAIRMOUNT, 87",,FAIRMILE LANE,,COBHAM,KT11 2DG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3325000,2015-01-16,elmbridge-prime,A
"HURLINGTON, 6, NUNS WALK, VIRGINIA WATER, GU25 4RT","HURLINGTON, 6",,NUNS WALK,,VIRGINIA WATER,GU25 4RT,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5990000,2015-01-14,runnymede-wentworth,A
"ST ANTHONY, PORTNALL DRIVE, VIRGINIA WATER, GU25 4NN",ST ANTHONY,,PORTNALL DRIVE,,VIRGINIA WATER,GU25 4NN,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:portnall-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5450000,2015-01-09,runnymede-wentworth,B
"6, FURZE FIELD, OXSHOTT, LEATHERHEAD, KT22 0UR",6,,FURZE FIELD,OXSHOTT,LEATHERHEAD,KT22 0UR,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3525000,2014-12-17,elmbridge-prime,A
"FIR TREE LODGE, WARRENERS LANE, WEYBRIDGE, KT13 0LH",FIR TREE LODGE,,WARRENERS LANE,,WEYBRIDGE,KT13 0LH,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:warreners-lane:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3600000,2014-12-15,elmbridge-prime,A
"HIGH RIDGE, 12, BIRDS HILL DRIVE, OXSHOTT, LEATHERHEAD, KT22 0SP","HIGH RIDGE, 12",,BIRDS HILL DRIVE,OXSHOTT,LEATHERHEAD,KT22 0SP,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2014-12-05,elmbridge-prime,A
"1, PRINCES DRIVE, OXSHOTT, LEATHERHEAD, KT22 0UL",1,,PRINCES DRIVE,OXSHOTT,LEATHERHEAD,KT22 0UL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5150000,2014-12-04,elmbridge-prime,A
"GREENSHAW, SPRING WOODS, VIRGINIA WATER, GU25 4PW",GREENSHAW,,SPRING WOODS,,VIRGINIA WATER,GU25 4PW,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:spring-woods:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4100000,2014-11-27,runnymede-wentworth,A
"1, BOWATER RIDGE, ST GEORGES HILL, WEYBRIDGE, KT13 0PA",1,,BOWATER RIDGE,ST GEORGES HILL,WEYBRIDGE,KT13 0PA,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:bowater-ridge:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3087500,2014-11-24,elmbridge-prime,B
"2, HAREBELL HILL, COBHAM, KT11 2RS",2,,HAREBELL HILL,,COBHAM,KT11 2RS,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:harebell-hill:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4200000,2014-11-18,elmbridge-prime,A
"HOWICKS, HEATHERSIDE DRIVE, VIRGINIA WATER, GU25 4JU",HOWICKS,,HEATHERSIDE DRIVE,,VIRGINIA WATER,GU25 4JU,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:heatherside-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,25400000,2014-11-13,runnymede-wentworth,B
"135, SILVERDALE AVENUE, WALTON-ON-THAMES, KT12 1EJ",135,,SILVERDALE AVENUE,,WALTON-ON-THAMES,KT12 1EJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3910000,2014-11-13,elmbridge-prime,A
"TANGLEY WAY, BLACKHEATH, GUILDFORD, GU4 8QS",TANGLEY WAY,,,BLACKHEATH,GUILDFORD,GU4 8QS,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3750000,2014-11-12,waverley-south-surrey,A
"17, OXSHOTT RISE, COBHAM, KT11 2RW",17,,OXSHOTT RISE,,COBHAM,KT11 2RW,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:oxshott-rise:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,5200000,2014-10-31,elmbridge-prime,A
"2, THE DRIVE, COBHAM, KT11 2JQ",2,,THE DRIVE,,COBHAM,KT11 2JQ,Elmbridge,Detached,eaton-park,Eaton Park,A,traditional_private_estate,pe:eaton-park:the-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4000000,2014-10-31,elmbridge-prime,A
"BLENHEIM HOUSE, 19, SANDOWN ROAD, ESHER, KT10 9TT","BLENHEIM HOUSE, 19",,SANDOWN ROAD,,ESHER,KT10 9TT,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3500000,2014-10-02,elmbridge-prime,A
"SCARLET HOLLIES, PINEWOOD ROAD, VIRGINIA WATER, GU25 4PA",SCARLET HOLLIES,,PINEWOOD ROAD,,VIRGINIA WATER,GU25 4PA,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:pinewood-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5100000,2014-10-01,runnymede-wentworth,A
"17, LONGDOWN ROAD, GUILDFORD, GU4 8PP",17,,LONGDOWN ROAD,,GUILDFORD,GU4 8PP,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2014-09-30,guildford-district,A
"WOODSTOCK HOUSE, 19A, SANDOWN ROAD, ESHER, KT10 9TT","WOODSTOCK HOUSE, 19A",,SANDOWN ROAD,,ESHER,KT10 9TT,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3850000,2014-09-29,elmbridge-prime,A
"3, ASHLEY DRIVE, WALTON-ON-THAMES, KT12 1JL",3,,ASHLEY DRIVE,,WALTON-ON-THAMES,KT12 1JL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3250000,2014-09-24,elmbridge-prime,A
"16, ABBOTS DRIVE, VIRGINIA WATER, GU25 4SE",16,,ABBOTS DRIVE,,VIRGINIA WATER,GU25 4SE,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:abbots-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3562500,2014-09-22,runnymede-wentworth,A
"5, CHARGATE CLOSE, HERSHAM, WALTON-ON-THAMES, KT12 5DN",5,,CHARGATE CLOSE,HERSHAM,WALTON-ON-THAMES,KT12 5DN,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:chargate-close:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4000000,2014-09-11,elmbridge-prime,A
"5, THE BARTON, COBHAM, KT11 2NJ",5,,THE BARTON,,COBHAM,KT11 2NJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3600000,2014-09-11,elmbridge-prime,A
"1, LONGDOWN ROAD, GUILDFORD, GU4 8PP",1,,LONGDOWN ROAD,,GUILDFORD,GU4 8PP,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3150000,2014-09-04,guildford-district,A
"BEARSDEN, BOURNESIDE, VIRGINIA WATER, GU25 4LZ",BEARSDEN,,BOURNESIDE,,VIRGINIA WATER,GU25 4LZ,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:bourneside:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5100000,2014-08-28,runnymede-wentworth,B
"SANDHILLS, OUTWOOD LANE, BLETCHINGLEY, REDHILL, RH1 4LS",SANDHILLS,,OUTWOOD LANE,BLETCHINGLEY,REDHILL,RH1 4LS,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4007507,2014-08-28,tandridge-oxted,A
"50, PALACE ROAD, EAST MOLESEY, KT8 9DW",50,,PALACE ROAD,,EAST MOLESEY,KT8 9DW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3750000,2014-08-27,elmbridge-prime,A
"ARASAN MANOR, RAVENSCROFT ROAD, WEYBRIDGE, KT13 0NX",ARASAN MANOR,,RAVENSCROFT ROAD,,WEYBRIDGE,KT13 0NX,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:ravenscroft-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4500000,2014-08-22,elmbridge-prime,A
"CAVENDISH HOUSE, CAVENDISH ROAD, WEYBRIDGE, KT13 0JP",CAVENDISH HOUSE,,CAVENDISH ROAD,,WEYBRIDGE,KT13 0JP,Elmbridge,Semi Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:cavendish-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3900000,2014-08-20,elmbridge-prime,A
"WATERFORD HOUSE, 32, ABBOTS DRIVE, VIRGINIA WATER, GU25 4SE","WATERFORD HOUSE, 32",,ABBOTS DRIVE,,VIRGINIA WATER,GU25 4SE,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:abbots-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3803089,2014-08-18,runnymede-wentworth,A
"WALDEGRAVE HOUSE, RODONA ROAD, WEYBRIDGE, KT13 0NP",WALDEGRAVE HOUSE,,RODONA ROAD,,WEYBRIDGE,KT13 0NP,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:rodona-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,6580000,2014-08-08,elmbridge-prime,B
"BRAMSHILL MANOR, GUILDFORD ROAD, OTTERSHAW, CHERTSEY, KT16 0QN",BRAMSHILL MANOR,,GUILDFORD ROAD,OTTERSHAW,CHERTSEY,KT16 0QN,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3660000,2014-08-08,runnymede-wentworth,A
"HILLCREST COTTAGE, SANDY LANE, COBHAM, KT11 2EP",HILLCREST COTTAGE,,SANDY LANE,,COBHAM,KT11 2EP,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2014-08-07,elmbridge-prime,A
"48, CRANLEY ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5BL",48,,CRANLEY ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5BL,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:cranley-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4275000,2014-08-06,elmbridge-prime,A
"7, CRANLEY ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5BX",7,,CRANLEY ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5BX,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:cranley-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4030000,2014-08-05,elmbridge-prime,A
"HARRINGBROOK, TREVEREUX HILL, LIMPSFIELD, OXTED, RH8 0TL",HARRINGBROOK,,TREVEREUX HILL,LIMPSFIELD,OXTED,RH8 0TL,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3500000,2014-08-04,tandridge-oxted,A
"FARLEYS, WHITE LANE, GUILDFORD, GU4 8PS",FARLEYS,,WHITE LANE,,GUILDFORD,GU4 8PS,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4420000,2014-07-31,guildford-district,B
"GRAYSHURST, HIGHERCOMBE ROAD, HASLEMERE, GU27 2LH",GRAYSHURST,,HIGHERCOMBE ROAD,,HASLEMERE,GU27 2LH,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4950000,2014-07-30,waverley-south-surrey,A
"SHANDON, CAVENDISH ROAD, WEYBRIDGE, KT13 0JY",SHANDON,,CAVENDISH ROAD,,WEYBRIDGE,KT13 0JY,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:cavendish-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,12500000,2014-07-28,elmbridge-prime,A
"KEESTON, EAST ROAD, WEYBRIDGE, KT13 0LF",KEESTON,,EAST ROAD,,WEYBRIDGE,KT13 0LF,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:east-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3500000,2014-07-24,elmbridge-prime,A
"HILL HOUSE, WEST DRIVE, VIRGINIA WATER, GU25 4NA",HILL HOUSE,,WEST DRIVE,,VIRGINIA WATER,GU25 4NA,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:west-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,10000000,2014-07-18,runnymede-wentworth,A
"BURROWS WOOD, FIRWOOD ROAD, VIRGINIA WATER, GU25 4NG",BURROWS WOOD,,FIRWOOD ROAD,,VIRGINIA WATER,GU25 4NG,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:firwood-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,6000000,2014-07-17,runnymede-wentworth,B
"THE GRANGE, CLODHOUSE HILL, WOKING, GU22 0QS",THE GRANGE,,CLODHOUSE HILL,,WOKING,GU22 0QS,Woking,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3500000,2014-07-16,woking-district,A
"4, THE QUILLOT, HERSHAM, WALTON-ON-THAMES, KT12 5BY",4,,THE QUILLOT,HERSHAM,WALTON-ON-THAMES,KT12 5BY,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:the-quillot:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4300000,2014-07-10,elmbridge-prime,A
